Imputation Method,Feature Selection,Logistic acc,Logistic rec,Logistic prec,Logistic f1,Random Forest acc,Random Forest rec,Random Forest prec,Random Forest f1,Knn acc,Knn rec,Knn prec,Knn f1,MLP acc,MLP rec,MLP prec,MLP f1,SVM acc,SVM rec,SVM prec,SVM f1,AdaBoost acc,AdaBoost rec,AdaBoost prec,AdaBoost f1,Gradient Boosting acc,Gradient Boosting rec,Gradient Boosting prec,Gradient Boosting f1,Linear SVM acc,Linear SVM rec,Linear SVM prec,Linear SVM f1,Decision Tree acc,Decision Tree rec,Decision Tree prec,Decision Tree f1
softimpute,none,0.921602787,0.852017937,0.940594059,0.894117647,0.932055749,0.905829596,0.918181818,0.911963883,0.900696864,0.816143498,0.919191919,0.864608076,0.923344948,0.865470852,0.93236715,0.897674419,0.926829268,0.865470852,0.941463415,0.901869159,0.930313589,0.901345291,0.917808219,0.909502262,0.93728223,0.950672646,0.894514768,0.92173913,0.926829268,0.865470852,0.941463415,0.901869159,0.761324042,0.641255605,0.715,0.676122931
softimpute,none,0.93728223,0.929824561,0.913793103,0.92173913,0.928571429,0.925438596,0.89787234,0.911447084,0.911149826,0.868421053,0.904109589,0.88590604,0.923344948,0.947368421,0.870967742,0.907563025,0.932055749,0.942982456,0.892116183,0.91684435,0.885017422,0.763157895,0.935483871,0.84057971,0.911149826,0.881578947,0.893333333,0.887417219,0.930313589,0.942982456,0.888429752,0.914893617,0.81010453,0.842105263,0.724528302,0.778904665
softimpute,none,0.928571429,0.945833333,0.890196078,0.917171717,0.926829268,0.920833333,0.905737705,0.91322314,0.898954704,0.854166667,0.899122807,0.876068376,0.933797909,0.925,0.917355372,0.921161826,0.933797909,0.9375,0.907258065,0.922131148,0.923344948,0.908333333,0.908333333,0.908333333,0.907665505,0.908333333,0.875502008,0.891615542,0.905923345,0.866666667,0.904347826,0.885106383,0.759581882,0.5625,0.803571429,0.661764706
softimpute,none,0.932055749,0.920704846,0.908695652,0.914660832,0.925087108,0.920704846,0.893162393,0.906724512,0.895470383,0.863436123,0.871111111,0.867256637,0.925087108,0.907488987,0.903508772,0.905494505,0.926829268,0.911894273,0.903930131,0.907894737,0.8728223,0.72246696,0.942528736,0.817955112,0.911149826,0.920704846,0.863636364,0.891257996,0.919860627,0.898678414,0.898678414,0.898678414,0.890243902,0.859030837,0.862831858,0.860927152
softimpute,none,0.930313589,0.887445887,0.936073059,0.911111111,0.921602787,0.874458874,0.926605505,0.899777283,0.907665505,0.874458874,0.89380531,0.884026258,0.93554007,0.883116883,0.953271028,0.916853933,0.933797909,0.887445887,0.944700461,0.915178571,0.919860627,0.87012987,0.926267281,0.897321429,0.928571429,0.87012987,0.948113208,0.90744921,0.911149826,0.835497835,0.936893204,0.883295195,0.895470383,0.835497835,0.897674419,0.865470852
softimpute,none,0.93554007,0.877934272,0.944444444,0.909975669,0.932055749,0.887323944,0.926470588,0.90647482,0.911149826,0.845070423,0.909090909,0.875912409,0.930313589,0.868544601,0.939086294,0.902439024,0.926829268,0.868544601,0.929648241,0.898058252,0.93902439,0.887323944,0.945,0.915254237,0.940766551,0.901408451,0.936585366,0.918660287,0.930313589,0.877934272,0.930348259,0.903381643,0.87630662,0.816901408,0.844660194,0.830548926
softimpute,none,0.928571429,0.95045045,0.875518672,0.911447084,0.907665505,0.95045045,0.833992095,0.888421053,0.912891986,0.878378378,0.894495413,0.886363636,0.925087108,0.891891892,0.912442396,0.902050114,0.926829268,0.914414414,0.898230088,0.90625,0.907665505,0.923423423,0.850622407,0.885529158,0.900696864,0.941441441,0.826086957,0.88,0.918118467,0.896396396,0.892376682,0.894382022,0.818815331,0.761261261,0.768181818,0.764705882
softimpute,none,0.932055749,0.924778761,0.904761905,0.914660832,0.923344948,0.924778761,0.88559322,0.904761905,0.904181185,0.831858407,0.917073171,0.872389791,0.928571429,0.907079646,0.911111111,0.909090909,0.928571429,0.889380531,0.926267281,0.90744921,0.893728223,0.880530973,0.854077253,0.867102397,0.919860627,0.915929204,0.884615385,0.9,0.918118467,0.849557522,0.936585366,0.890951276,0.918118467,0.889380531,0.901345291,0.89532294
softimpute,none,0.921602787,0.862745098,0.911917098,0.886649874,0.926829268,0.911764706,0.885714286,0.898550725,0.909407666,0.833333333,0.904255319,0.867346939,0.923344948,0.848039216,0.930107527,0.887179487,0.926829268,0.87254902,0.917525773,0.894472362,0.916376307,0.901960784,0.867924528,0.884615385,0.928571429,0.921568627,0.882629108,0.901678657,0.916376307,0.882352941,0.882352941,0.882352941,0.886759582,0.862745098,0.82629108,0.8441247
softimpute,none,0.945993031,0.926086957,0.938325991,0.932166302,0.933797909,0.952173913,0.890243902,0.920168067,0.925087108,0.87826087,0.930875576,0.903803132,0.947735192,0.930434783,0.938596491,0.934497817,0.942508711,0.926086957,0.930131004,0.928104575,0.93902439,0.92173913,0.925764192,0.923747277,0.932055749,0.939130435,0.89626556,0.917197452,0.93902439,0.930434783,0.918454936,0.924406048,0.885017422,0.908695652,0.822834646,0.863636364
softimpute,none,0.916376307,0.887445887,0.9030837,0.895196507,0.912891986,0.904761905,0.88185654,0.893162393,0.900696864,0.83982684,0.906542056,0.871910112,0.914634146,0.926406926,0.869918699,0.897274633,0.921602787,0.9004329,0.904347826,0.902386117,0.895470383,0.83982684,0.894009217,0.866071429,0.918118467,0.9004329,0.896551724,0.898488121,0.921602787,0.896103896,0.907894737,0.901960784,0.895470383,0.926406926,0.832684825,0.87704918
softimpute,none,0.93728223,0.877828054,0.955665025,0.91509434,0.930313589,0.895927602,0.920930233,0.908256881,0.900696864,0.819004525,0.914141414,0.863961814,0.932055749,0.882352941,0.9375,0.909090909,0.930313589,0.859728507,0.954773869,0.904761905,0.914634146,0.886877828,0.890909091,0.888888889,0.933797909,0.909502262,0.917808219,0.913636364,0.926829268,0.841628959,0.96373057,0.898550725,0.799651568,0.660633484,0.784946237,0.717444717
softimpute,none,0.926829268,0.919811321,0.886363636,0.902777778,0.916376307,0.933962264,0.853448276,0.891891892,0.888501742,0.83490566,0.859223301,0.846889952,0.925087108,0.938679245,0.868995633,0.902494331,0.923344948,0.919811321,0.878378378,0.898617512,0.909407666,0.971698113,0.817460317,0.887931034,0.902439024,0.905660377,0.842105263,0.872727273,0.919860627,0.910377358,0.877272727,0.893518519,0.893728223,0.91509434,0.818565401,0.864142539
softimpute,none,0.916376307,0.90212766,0.894514768,0.898305085,0.912891986,0.957446809,0.849056604,0.9,0.885017422,0.795744681,0.912195122,0.85,0.926829268,0.906382979,0.91416309,0.91025641,0.926829268,0.906382979,0.91416309,0.91025641,0.907665505,0.89787234,0.879166667,0.888421053,0.912891986,0.94893617,0.85440613,0.899193548,0.912891986,0.889361702,0.896995708,0.893162393,0.8728223,0.889361702,0.81640625,0.851323829
softimpute,none,0.932055749,0.913043478,0.917030568,0.91503268,0.933797909,0.908695652,0.924778761,0.916666667,0.883275261,0.82173913,0.879069767,0.849438202,0.933797909,0.908695652,0.924778761,0.916666667,0.930313589,0.908695652,0.916666667,0.912663755,0.907665505,0.873913043,0.893333333,0.883516484,0.926829268,0.9,0.915929204,0.907894737,0.923344948,0.9,0.907894737,0.903930131,0.808362369,0.7,0.797029703,0.74537037
softimpute,none,0.930313589,0.92760181,0.895196507,0.911111111,0.940766551,0.954751131,0.89787234,0.925438596,0.897212544,0.886877828,0.852173913,0.869179601,0.928571429,0.945701357,0.878151261,0.910675381,0.928571429,0.909502262,0.905405405,0.90744921,0.902439024,0.918552036,0.842323651,0.878787879,0.928571429,0.918552036,0.898230088,0.908277405,0.928571429,0.909502262,0.905405405,0.90744921,0.860627178,0.79638009,0.834123223,0.814814815
softimpute,none,0.932055749,0.887445887,0.940366972,0.913140312,0.940766551,0.904761905,0.945701357,0.924778761,0.912891986,0.831168831,0.945812808,0.884792627,0.926829268,0.865800866,0.947867299,0.904977376,0.916376307,0.831168831,0.955223881,0.888888889,0.912891986,0.835497835,0.941463415,0.885321101,0.928571429,0.883116883,0.935779817,0.908685969,0.907665505,0.813852814,0.949494949,0.876456876,0.867595819,0.80952381,0.853881279,0.831111111
softimpute,none,0.930313589,0.931192661,0.890350877,0.910313901,0.923344948,0.931192661,0.875,0.902222222,0.888501742,0.848623853,0.856481481,0.852534562,0.932055749,0.908256881,0.912442396,0.910344828,0.930313589,0.931192661,0.890350877,0.910313901,0.902439024,0.935779817,0.829268293,0.879310345,0.897212544,0.95412844,0.809338521,0.875789474,0.932055749,0.917431193,0.904977376,0.911161731,0.864111498,0.834862385,0.8125,0.823529412
softimpute,none,0.933797909,0.920187793,0.903225806,0.911627907,0.919860627,0.906103286,0.881278539,0.893518519,0.914634146,0.854460094,0.91,0.881355932,0.933797909,0.924882629,0.899543379,0.912037037,0.932055749,0.924882629,0.895454545,0.909930716,0.909407666,0.896713615,0.864253394,0.880184332,0.912891986,0.9342723,0.846808511,0.888392857,0.909407666,0.877934272,0.877934272,0.877934272,0.858885017,0.892018779,0.766129032,0.824295011
softimpute,none,0.921602787,0.857723577,0.954751131,0.903640257,0.925087108,0.906504065,0.917695473,0.91206544,0.87804878,0.796747967,0.907407407,0.848484848,0.926829268,0.898373984,0.928571429,0.91322314,0.925087108,0.861788618,0.959276018,0.907922912,0.916376307,0.869918699,0.930434783,0.899159664,0.919860627,0.87804878,0.931034483,0.90376569,0.909407666,0.869918699,0.914529915,0.891666667,0.857142857,0.821138211,0.841666667,0.83127572
softimpute,none,0.928571429,0.934010152,0.867924528,0.899755501,0.930313589,0.949238579,0.861751152,0.903381643,0.87630662,0.852791878,0.8,0.825552826,0.925087108,0.934010152,0.859813084,0.895377129,0.932055749,0.923857868,0.883495146,0.903225806,0.921602787,0.934010152,0.851851852,0.891041162,0.923344948,0.949238579,0.846153846,0.894736842,0.881533101,0.979695431,0.750972763,0.850220264,0.905923345,0.934010152,0.817777778,0.872037915
softimpute,none,0.925087108,0.863636364,0.935960591,0.898345154,0.926829268,0.913636364,0.897321429,0.905405405,0.902439024,0.836363636,0.901960784,0.867924528,0.925087108,0.863636364,0.935960591,0.898345154,0.926829268,0.895454545,0.912037037,0.903669725,0.912891986,0.831818182,0.933673469,0.879807692,0.926829268,0.886363636,0.919811321,0.902777778,0.897212544,0.918181818,0.83127572,0.872570194,0.865853659,0.818181818,0.829493088,0.823798627
softimpute,none,0.933797909,0.928251121,0.903930131,0.915929204,0.93902439,0.937219731,0.908695652,0.922737307,0.919860627,0.856502242,0.931707317,0.892523364,0.932055749,0.950672646,0.883333333,0.915766739,0.914634146,0.959641256,0.842519685,0.897274633,0.909407666,0.905829596,0.86695279,0.885964912,0.93554007,0.937219731,0.900862069,0.918681319,0.891986063,0.986547085,0.788530466,0.876494024,0.886759582,0.896860987,0.826446281,0.860215054
softimpute,none,0.930313589,0.868421053,0.951923077,0.908256881,0.926829268,0.885964912,0.926605505,0.905829596,0.886759582,0.789473684,0.913705584,0.847058824,0.923344948,0.855263158,0.946601942,0.898617512,0.921602787,0.872807018,0.925581395,0.898419865,0.919860627,0.881578947,0.913636364,0.897321429,0.932055749,0.912280702,0.916299559,0.914285714,0.926829268,0.859649123,0.951456311,0.903225806,0.862369338,0.76754386,0.870646766,0.815850816
softimpute,none,0.923344948,0.876106195,0.925233645,0.9,0.942508711,0.924778761,0.928888889,0.926829268,0.879790941,0.787610619,0.894472362,0.837647059,0.925087108,0.871681416,0.933649289,0.901601831,0.923344948,0.876106195,0.925233645,0.9,0.905923345,0.831858407,0.921568627,0.874418605,0.921602787,0.836283186,0.959390863,0.893617021,0.923344948,0.871681416,0.929245283,0.899543379,0.771777003,0.588495575,0.777777778,0.670025189
softimpute,none,0.930313589,0.901345291,0.917808219,0.909502262,0.921602787,0.923766816,0.88034188,0.901531729,0.900696864,0.847533632,0.891509434,0.868965517,0.928571429,0.892376682,0.921296296,0.906605923,0.925087108,0.892376682,0.912844037,0.902494331,0.914634146,0.896860987,0.884955752,0.890868597,0.923344948,0.892376682,0.908675799,0.900452489,0.928571429,0.887892377,0.925233645,0.90617849,0.897212544,0.887892377,0.853448276,0.87032967
softimpute,none,0.942508711,0.925438596,0.929515419,0.927472527,0.944250871,0.942982456,0.918803419,0.930735931,0.891986063,0.859649123,0.867256637,0.863436123,0.940766551,0.925438596,0.925438596,0.925438596,0.942508711,0.929824561,0.925764192,0.927789934,0.914634146,0.850877193,0.928229665,0.887871854,0.942508711,0.916666667,0.937219731,0.926829268,0.93554007,0.912280702,0.924444444,0.918322296,0.834494774,0.771929825,0.803652968,0.787472036
softimpute,none,0.925087108,0.885167464,0.906862745,0.895883777,0.895470383,0.832535885,0.874371859,0.852941176,0.891986063,0.842105263,0.858536585,0.850241546,0.919860627,0.90430622,0.879069767,0.891509434,0.925087108,0.942583732,0.864035088,0.901601831,0.898954704,0.837320574,0.879396985,0.857843137,0.907665505,0.827751196,0.910526316,0.86716792,0.914634146,0.942583732,0.841880342,0.889390519,0.806620209,0.61722488,0.80625,0.699186992
softimpute,none,0.904181185,0.962264151,0.812749004,0.881209503,0.912891986,0.95754717,0.831967213,0.890350877,0.891986063,0.910377358,0.81779661,0.861607143,0.900696864,0.966981132,0.803921569,0.877944325,0.909407666,0.966981132,0.82,0.887445887,0.883275261,0.900943396,0.805907173,0.85077951,0.904181185,0.976415094,0.805447471,0.882729211,0.909407666,0.966981132,0.82,0.887445887,0.768292683,0.924528302,0.626198083,0.746666667
softimpute,none,0.940766551,0.894736842,0.939698492,0.916666667,0.930313589,0.928229665,0.885844749,0.906542056,0.909407666,0.851674641,0.894472362,0.87254902,0.944250871,0.913875598,0.931707317,0.922705314,0.940766551,0.889952153,0.944162437,0.916256158,0.926829268,0.880382775,0.915422886,0.897560976,0.93728223,0.933014354,0.898617512,0.915492958,0.940766551,0.889952153,0.944162437,0.916256158,0.869337979,0.85645933,0.799107143,0.826789838
softimpute,AffinityPropagation,0.902439024,0.799065421,0.929347826,0.859296482,0.909407666,0.855140187,0.897058824,0.875598086,0.864111498,0.780373832,0.843434343,0.810679612,0.909407666,0.836448598,0.913265306,0.873170732,0.912891986,0.845794393,0.914141414,0.878640777,0.867595819,0.73364486,0.892045455,0.805128205,0.888501742,0.789719626,0.89893617,0.84079602,0.914634146,0.845794393,0.918781726,0.880778589,0.860627178,0.780373832,0.835,0.806763285
softimpute,AffinityPropagation,0.907665505,0.843317972,0.905940594,0.873508353,0.912891986,0.894009217,0.877828054,0.885844749,0.871080139,0.834101382,0.826484018,0.830275229,0.916376307,0.857142857,0.916256158,0.885714286,0.897212544,0.852534562,0.872641509,0.862470862,0.881533101,0.834101382,0.849765258,0.841860465,0.914634146,0.894009217,0.881818182,0.887871854,0.87630662,0.705069124,0.95625,0.811671088,0.834494774,0.755760369,0.796116505,0.775413712
softimpute,AffinityPropagation,0.897212544,0.789473684,0.942408377,0.859188544,0.895470383,0.815789474,0.911764706,0.861111111,0.860627178,0.780701754,0.855769231,0.816513761,0.900696864,0.776315789,0.967213115,0.861313869,0.891986063,0.76754386,0.951086957,0.849514563,0.871080139,0.74122807,0.918478261,0.82038835,0.900696864,0.864035088,0.883408072,0.873614191,0.895470383,0.76754386,0.961538462,0.853658537,0.797909408,0.706140351,0.766666667,0.735159817
softimpute,AffinityPropagation,0.902439024,0.830188679,0.897959184,0.862745098,0.883275261,0.844339623,0.840375587,0.842352941,0.860627178,0.783018868,0.83,0.805825243,0.895470383,0.844339623,0.868932039,0.85645933,0.902439024,0.820754717,0.90625,0.861386139,0.87456446,0.830188679,0.830188679,0.830188679,0.881533101,0.83490566,0.842857143,0.838862559,0.895470383,0.768867925,0.936781609,0.844559585,0.841463415,0.773584906,0.792270531,0.782816229
softimpute,AffinityPropagation,0.923344948,0.913242009,0.888888889,0.900900901,0.902439024,0.872146119,0.872146119,0.872146119,0.8728223,0.844748858,0.825892857,0.835214447,0.897212544,0.922374429,0.827868852,0.872570194,0.909407666,0.917808219,0.855319149,0.885462555,0.891986063,0.913242009,0.823045267,0.865800866,0.904181185,0.899543379,0.856521739,0.877505568,0.904181185,0.785388128,0.955555556,0.862155388,0.820557491,0.712328767,0.795918367,0.751807229
softimpute,AffinityPropagation,0.895470383,0.896226415,0.833333333,0.863636364,0.886759582,0.849056604,0.845070423,0.847058824,0.865853659,0.830188679,0.811059908,0.820512821,0.895470383,0.919811321,0.819327731,0.866666667,0.902439024,0.877358491,0.861111111,0.869158879,0.87456446,0.83490566,0.827102804,0.830985915,0.893728223,0.896226415,0.829694323,0.861678005,0.891986063,0.853773585,0.853773585,0.853773585,0.759581882,0.745283019,0.652892562,0.696035242
softimpute,AffinityPropagation,0.926829268,0.921052632,0.897435897,0.909090909,0.918118467,0.925438596,0.875518672,0.89978678,0.8728223,0.846491228,0.835497835,0.840958606,0.926829268,0.951754386,0.875,0.911764706,0.925087108,0.903508772,0.907488987,0.905494505,0.907665505,0.890350877,0.878787879,0.88453159,0.891986063,0.890350877,0.845833333,0.867521368,0.925087108,0.925438596,0.890295359,0.907526882,0.824041812,0.798245614,0.767932489,0.782795699
softimpute,AffinityPropagation,0.891986063,0.921296296,0.81557377,0.865217391,0.87804878,0.921296296,0.78968254,0.85042735,0.87456446,0.875,0.807692308,0.84,0.888501742,0.925925926,0.806451613,0.862068966,0.890243902,0.939814815,0.802371542,0.865671642,0.858885017,0.912037037,0.760617761,0.829473684,0.858885017,0.921296296,0.756653992,0.830897704,0.883275261,0.796296296,0.882051282,0.836982968,0.714285714,0.875,0.579754601,0.697416974
softimpute,AffinityPropagation,0.904181185,0.938679245,0.825726141,0.878587196,0.907665505,0.924528302,0.841201717,0.880898876,0.886759582,0.830188679,0.858536585,0.8441247,0.900696864,0.948113208,0.813765182,0.875816993,0.895470383,0.905660377,0.827586207,0.864864865,0.888501742,0.905660377,0.813559322,0.857142857,0.898954704,0.924528302,0.823529412,0.871111111,0.907665505,0.948113208,0.827160494,0.883516484,0.808362369,0.825471698,0.705645161,0.760869565
softimpute,AffinityPropagation,0.897212544,0.835748792,0.873737374,0.854320988,0.897212544,0.830917874,0.87755102,0.853598015,0.879790941,0.811594203,0.848484848,0.82962963,0.909407666,0.84057971,0.901554404,0.87,0.879790941,0.8647343,0.813636364,0.838407494,0.886759582,0.753623188,0.917647059,0.827586207,0.895470383,0.855072464,0.855072464,0.855072464,0.904181185,0.855072464,0.876237624,0.865525672,0.827526132,0.835748792,0.726890756,0.77752809
softimpute,AffinityPropagation,0.895470383,0.865470852,0.865470852,0.865470852,0.909407666,0.910313901,0.863829787,0.886462882,0.87456446,0.811659193,0.857819905,0.834101382,0.923344948,0.941704036,0.871369295,0.905172414,0.864111498,0.869955157,0.798353909,0.832618026,0.886759582,0.820627803,0.879807692,0.849187935,0.916376307,0.928251121,0.866108787,0.896103896,0.911149826,0.950672646,0.841269841,0.892631579,0.656794425,0.69955157,0.545454545,0.612966601
softimpute,AffinityPropagation,0.921602787,0.891891892,0.904109589,0.897959184,0.897212544,0.887387387,0.852813853,0.869757174,0.87630662,0.806306306,0.8647343,0.834498834,0.918118467,0.873873874,0.910798122,0.891954023,0.911149826,0.864864865,0.901408451,0.882758621,0.898954704,0.806306306,0.922680412,0.860576923,0.905923345,0.914414414,0.852941176,0.882608696,0.682926829,0.995495495,0.549751244,0.708333333,0.862369338,0.797297297,0.838862559,0.817551963
softimpute,AffinityPropagation,0.871080139,0.880952381,0.790598291,0.833333333,0.87630662,0.880952381,0.800865801,0.839002268,0.867595819,0.814285714,0.822115385,0.818181818,0.918118467,0.895238095,0.882629108,0.888888889,0.879790941,0.861904762,0.819004525,0.839907193,0.860627178,0.923809524,0.751937984,0.829059829,0.87804878,0.919047619,0.784552846,0.846491228,0.904181185,0.857142857,0.87804878,0.86746988,0.867595819,0.8,0.831683168,0.815533981
softimpute,AffinityPropagation,0.898954704,0.870689655,0.87826087,0.874458874,0.911149826,0.918103448,0.869387755,0.893081761,0.87456446,0.806034483,0.873831776,0.838565022,0.907665505,0.887931034,0.884120172,0.886021505,0.909407666,0.905172414,0.875,0.889830508,0.890243902,0.862068966,0.865800866,0.863930886,0.912891986,0.918103448,0.87295082,0.894957983,0.909407666,0.943965517,0.848837209,0.893877551,0.857142857,0.86637931,0.797619048,0.830578512
softimpute,AffinityPropagation,0.916376307,0.958525346,0.842105263,0.896551724,0.900696864,0.935483871,0.825203252,0.876889849,0.871080139,0.847926267,0.817777778,0.832579186,0.904181185,0.967741935,0.813953488,0.884210526,0.907665505,0.935483871,0.838842975,0.88453159,0.862369338,0.935483871,0.757462687,0.837113402,0.897212544,0.953917051,0.80859375,0.875264271,0.900696864,0.912442396,0.838983051,0.874172185,0.766550523,0.884792627,0.637873754,0.741312741
softimpute,AffinityPropagation,0.921602787,0.909090909,0.87962963,0.894117647,0.897212544,0.918660287,0.820512821,0.866817156,0.890243902,0.85645933,0.844339623,0.850356295,0.912891986,0.918660287,0.853333333,0.884792627,0.918118467,0.899521531,0.878504673,0.888888889,0.891986063,0.784688995,0.906077348,0.841025641,0.885017422,0.889952153,0.812227074,0.849315068,0.886759582,0.894736842,0.813043478,0.851936219,0.87630662,0.909090909,0.785123967,0.842572062
softimpute,AffinityPropagation,0.912891986,0.855932203,0.926605505,0.889867841,0.904181185,0.881355932,0.885106383,0.883227176,0.865853659,0.834745763,0.838297872,0.836518047,0.907665505,0.881355932,0.892703863,0.886993603,0.912891986,0.851694915,0.930555556,0.889380531,0.879790941,0.834745763,0.86784141,0.850971922,0.890243902,0.847457627,0.881057269,0.863930886,0.907665505,0.826271186,0.942028986,0.880361174,0.832752613,0.779661017,0.807017544,0.793103448
softimpute,AffinityPropagation,0.909407666,0.830275229,0.923469388,0.874396135,0.902439024,0.848623853,0.889423077,0.868544601,0.87804878,0.857798165,0.827433628,0.842342342,0.930313589,0.894495413,0.919811321,0.906976744,0.907665505,0.844036697,0.906403941,0.874109264,0.886759582,0.80733945,0.884422111,0.8441247,0.905923345,0.862385321,0.886792453,0.874418605,0.93902439,0.899082569,0.937799043,0.918032787,0.829268293,0.825688073,0.75,0.786026201
softimpute,AffinityPropagation,0.888501742,0.781512605,0.939393939,0.853211009,0.890243902,0.777310924,0.948717949,0.854503464,0.871080139,0.785714286,0.89047619,0.834821429,0.890243902,0.806722689,0.918660287,0.859060403,0.895470383,0.785714286,0.954081633,0.861751152,0.782229965,0.5,0.952,0.655647383,0.891986063,0.819327731,0.911214953,0.862831858,0.897212544,0.802521008,0.9408867,0.866213152,0.87456446,0.848739496,0.848739496,0.848739496
softimpute,AffinityPropagation,0.912891986,0.886462882,0.894273128,0.890350877,0.914634146,0.864628821,0.916666667,0.88988764,0.885017422,0.847161572,0.862222222,0.854625551,0.93902439,0.903930131,0.940909091,0.922048998,0.909407666,0.908296943,0.870292887,0.888888889,0.891986063,0.80349345,0.915422886,0.855813953,0.897212544,0.908296943,0.845528455,0.875789474,0.933797909,0.873362445,0.956937799,0.913242009,0.766550523,0.694323144,0.713004484,0.703539823
softimpute,AffinityPropagation,0.904181185,0.920353982,0.848979592,0.883227176,0.912891986,0.92920354,0.860655738,0.893617021,0.862369338,0.849557522,0.810126582,0.82937365,0.911149826,0.920353982,0.863070539,0.890792291,0.914634146,0.889380531,0.893333333,0.89135255,0.904181185,0.849557522,0.901408451,0.874715262,0.904181185,0.920353982,0.848979592,0.883227176,0.897212544,0.92920354,0.830039526,0.876826722,0.836236934,0.831858407,0.770491803,0.8
softimpute,AffinityPropagation,0.921602787,0.852173913,0.946859903,0.897025172,0.886759582,0.808695652,0.898550725,0.851258581,0.850174216,0.773913043,0.839622642,0.805429864,0.925087108,0.873913043,0.934883721,0.903370787,0.909407666,0.826086957,0.940594059,0.87962963,0.801393728,0.991304348,0.670588235,0.8,0.900696864,0.82173913,0.92195122,0.868965517,0.907665505,0.960869565,0.833962264,0.892929293,0.860627178,0.791304348,0.85046729,0.81981982
softimpute,AffinityPropagation,0.912891986,0.867579909,0.900473934,0.88372093,0.888501742,0.867579909,0.844444444,0.855855856,0.888501742,0.849315068,0.857142857,0.853211009,0.918118467,0.872146119,0.90952381,0.89044289,0.912891986,0.858447489,0.90821256,0.882629108,0.890243902,0.917808219,0.817073171,0.864516129,0.881533101,0.867579909,0.829694323,0.848214286,0.909407666,0.849315068,0.907317073,0.877358491,0.820557491,0.803652968,0.745762712,0.773626374
softimpute,AffinityPropagation,0.890243902,0.852459016,0.885106383,0.868475992,0.885017422,0.889344262,0.84765625,0.868,0.851916376,0.795081967,0.847161572,0.820295983,0.888501742,0.864754098,0.871900826,0.868312757,0.881533101,0.81557377,0.896396396,0.854077253,0.834494774,0.721311475,0.866995074,0.787472036,0.869337979,0.831967213,0.856540084,0.844074844,0.865853659,0.733606557,0.937172775,0.822988506,0.827526132,0.856557377,0.765567766,0.808510638
softimpute,AffinityPropagation,0.890243902,0.869955157,0.850877193,0.860310421,0.890243902,0.887892377,0.838983051,0.862745098,0.879790941,0.829596413,0.856481481,0.842824601,0.902439024,0.905829596,0.852320675,0.87826087,0.898954704,0.883408072,0.860262009,0.871681416,0.891986063,0.860986547,0.860986547,0.860986547,0.890243902,0.896860987,0.833333333,0.863930886,0.87630662,0.919282511,0.794573643,0.852390852,0.806620209,0.878923767,0.7,0.779324056
softimpute,AffinityPropagation,0.940766551,0.908296943,0.941176471,0.924444444,0.925087108,0.895196507,0.915178571,0.905077263,0.869337979,0.829694323,0.840707965,0.835164835,0.932055749,0.917030568,0.913043478,0.91503268,0.932055749,0.903930131,0.924107143,0.913907285,0.897212544,0.790393013,0.942708333,0.859857482,0.918118467,0.88209607,0.90990991,0.89578714,0.916376307,0.88209607,0.905829596,0.89380531,0.883275261,0.88209607,0.834710744,0.857749469
softimpute,AffinityPropagation,0.904181185,0.879464286,0.875555556,0.877505568,0.890243902,0.821428571,0.888888889,0.853828306,0.885017422,0.821428571,0.876190476,0.847926267,0.923344948,0.883928571,0.916666667,0.9,0.898954704,0.776785714,0.956043956,0.857142857,0.843205575,0.736607143,0.841836735,0.785714286,0.87630662,0.848214286,0.837004405,0.842572062,0.834494774,0.584821429,0.984962406,0.733893557,0.693379791,0.455357143,0.653846154,0.536842105
softimpute,AffinityPropagation,0.864111498,0.875555556,0.79757085,0.834745763,0.87804878,0.862222222,0.832618026,0.847161572,0.839721254,0.822222222,0.780590717,0.800865801,0.890243902,0.884444444,0.843220339,0.863340564,0.87456446,0.884444444,0.812244898,0.846808511,0.865853659,0.742222222,0.897849462,0.812652068,0.871080139,0.862222222,0.818565401,0.83982684,0.865853659,0.68,0.96835443,0.798955614,0.844947735,0.804444444,0.800884956,0.802660754
softimpute,AffinityPropagation,0.890243902,0.8125,0.896551724,0.852459016,0.891986063,0.830357143,0.885714286,0.857142857,0.87630662,0.852678571,0.834061135,0.843267108,0.907665505,0.848214286,0.909090909,0.877598152,0.900696864,0.857142857,0.884792627,0.870748299,0.891986063,0.84375,0.875,0.859090909,0.900696864,0.861607143,0.881278539,0.871331828,0.916376307,0.866071429,0.91509434,0.889908257,0.778745645,0.53125,0.843971631,0.652054795
softimpute,AffinityPropagation,0.921602787,0.927272727,0.875536481,0.900662252,0.911149826,0.945454545,0.842105263,0.890792291,0.8728223,0.845454545,0.826666667,0.835955056,0.925087108,0.954545455,0.864197531,0.90712743,0.921602787,0.922727273,0.878787879,0.900221729,0.895470383,0.931818182,0.82,0.872340426,0.895470383,0.913636364,0.830578512,0.87012987,0.907665505,0.863636364,0.892018779,0.877598152,0.850174216,0.854545455,0.776859504,0.813852814
